census_no,school_name,school_address,province,district,zone,education_division,school_type,category
5470,MANAKOLA VIDYALAYA,"MANAKOLA, ELAMULLA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5471,METIBEMBIYA MAHA VIDYALAYA,ELAMULLA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,3.Type2,provincial
5472,MORAGOLLA PRIMARY SCHOOL,"MORAGOLLA, ILLAGOLLA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5473,WADAWALA PRIMARY SCHOOL,"WADAWALA, KARANDAGOLLA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5475,WILWALA KANISHTA VIDYALAYA,RIKILLAGASKADA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,3.Type2,provincial
5476,UDAGALAUDA KANISHTA VIDYALAYA,ILLAGOLLA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,3.Type2,provincial
5478,PADIYAPLELLA PRIMARY SCHOOL,PADIYAPELELLA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5479,BODIMALKADA VIDYALAYA,PADIYAPELELLA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5480,MANDARMNUWARA PRIMARY SCHOOL,MANDARMNUWARA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5481,MARTHUWELA PRIMARY SCHOOL,"MARTHUWELA, ELAMULLA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5482,METIBAMBIYA PAHALAGAMA VIDYALAYA,ELAMULLA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5483,HAPPAWARA KANISHTA VIDYALAYA,"LAMADOORIYA, ILLAGOLLA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,3.Type2,provincial
5484,ROOKWOOD SINHALA VIDYALAYA,"ROOKWOOD ESTATE, NO-1 DIVISION, HEWAHETA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5485,MOOLOYA SINHALA PRIMARY SCHOOL,HEWAHETA,Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5486,MAHA ELIYA TAMIL V.,NANUOYA,Central,23.Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Tamil - I,4.Type3,provincial
5487,HAUTEVILLE TAMIL V.,AGARAPATHANA,Central,23.Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Tamil - III,4.Type3,provincial
5488,VIVEKANANDA TAMIL SCHOOL,HIGHFOREST NO 01 KANDAPOLA,Central,23.Nuwara Eliya,Walapane,Walapane,4.Type3,provincial
5489,THERESIA TAMIL V.,BOGAWANTALAWA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,3.Type2,provincial
5490,PITTENWEEN TAMIL V.,HATTON,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - I,4.Type3,provincial
5491,BOGAWANA KILLARNEY TAMIL V.,BOGAWANTALAWA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,2.1C,provincial
5492,BONACCORD TAMIL V.,BOGAWANTALAWA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5493,ROBGIL TAMIL V.,BOGAWANTALAWA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5494,KIRKOSWALD NO 02 TAMIL V.,BOGAWANTALAWA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,3.Type2,provincial
5495,QUEENSLAND TAMIL V.,MASKELIYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5496,DEESIDE TAMIL V.,UPCOT,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5497,GLENGIE TAMIL V.,UPCOT,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5498,VENTURE TAMIL V.,NORWOOD,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5499,IREBY TAMIL V.,NORWOOD,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,2.1C,provincial
5500,NEWVALLEY TAMIL V.,NORWOOD,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,3.Type2,provincial
5501,NAWALAR COLLEGE,NANUOYA,Central,23.Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Tamil - I,2.1C,provincial
5502,RAPAHANOK TAMIL SCHOOL,UDAPUSSALLAWA,Central,23.Nuwara Eliya,Walapane,Walapane,4.Type3,provincial
5503,ST. MARGRAT TAMIL SCHOOL,UDAPUSSALLAWA,Central,23.Nuwara Eliya,Walapane,Walapane,4.Type3,provincial
5504,RATHNAGIRIYA SINHALA V.,LINDULA,Central,23.Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,4.Type3,provincial
5505,BRAMLI TAMIL SCHOOL,KANDAPOLA,Central,23.Nuwara Eliya,Walapane,Walapane,4.Type3,provincial
5506,DARAWELLA LOWER DIVISION TAMIL V.,DICKOYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - I,4.Type3,provincial
5507,NEWTON TAMIL V.,DICKOYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5508,NORWOOD UPPER DIVISION TAMIL V.,NORWOOD,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5509,ELTOFTS TAMIL V.,BOGAWANTALAWA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5510,ADAMSPEAK TAMIL V.,MASKELIYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5511,MOUSAKELLIE NO 02 TAMIL V.,MASKELIYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5512,HAPPUGASTHENNE TAMIL V.,MASKELIYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5513,KINCRA TAMIL V.,UPCOT,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5514,LYNFORD TAMIL V.,BOGAWANTALWA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5515,INVERY TAMIL V.,DICKOYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - I,4.Type3,provincial
5516,MIDLOTHIYAN TAMIL V.,MASKELIYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - III,4.Type3,provincial
5517,HADLEY TAMIL V.,DICKOYA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - I,4.Type3,provincial
5518,CLEVERTON TAMIL V.,HATTON,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - I,4.Type3,provincial
5519,POTREE TAMIL VIDYALAYAM,NORWOOD,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - II,4.Type3,provincial
5520,VELAIOYA NO 03 TAMIL V.,HATTON,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - I,4.Type3,provincial
5521,SRI SIVANANTHA COLLEGE,ROZELLA,Central,23.Nuwara Eliya,Hatton,Hatton Tamil - I,2.1C,provincial
5522,BHARATHI TAMIL VIDYALAYA,"GONAKELLA, KANDAPOLA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,3.Type2,provincial
5523,GALLALLA PRIMARY SCHOOL,"GALLALLA, ELAMULLA",Central,23.Nuwara Eliya,Hanguranketha,Udahewaheta,4.Type3,provincial
5524,CHOISY TAMIL P.V.,PUNDULOYA,Central,23.Nuwara Eliya,Kotmale,Kotmale,4.Type3,provincial
5525,POLWATHURA MUSLIM VIDYALAYA,PLWATHURA NAWALAPITIYA,Central,23.Nuwara Eliya,Kotmale,Kotmale,4.Type3,provincial
5526,AL-ARAFA M.V.,"PAHALAGORAKAOYA, NAWALAPITIYA",Central,23.Nuwara Eliya,Kotmale,Kotmale,3.Type2,provincial
5527,NUWARA ELIYA ZAHIRA VIDYALAYA,"HAWAELIYA, NUWARA ELIYA",Central,23.Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Tamil - I,3.Type2,provincial
5528,HEDUNUWEWA PRIMARY SCHOOL,HEDUNUWEWA VIA HATTON,Central,23.Nuwara Eliya,Kotmale,Kotmale,4.Type3,provincial
